,values
553,0.1478803452391148
554,0.16442661257330599
555,0.07423885871330664
556,0.012512888833243582
557,0.15955063701802388
558,0.002679508993987826
559,0.5031190934639633
560,0.5550283365334023
561,0.03378138658719495
562,0.09920588988766788
563,0.6121307158886617
564,0.4924389362090705
565,0.019347134827869067
566,0.0008971601167608995
567,0.11450583385139139
568,0.05520202070572346
569,0.06342632360623508
570,0.21943054909828139
571,0.0049446742382784434
572,0.07348739345965252
573,0.0015660598300496463
574,0.20490533643890313
575,0.1329060457684706
576,0.5490119459109907
577,0.07642580282252841
578,0.00953657425015451
579,0.07615077967642983
580,0.2771922811460087
581,0.5201926740609732
582,0.3526070474354885
583,0.07811795398320813
584,0.12348116636200075
585,0.07569398119441181
586,0.3112997501336799
587,0.08129798936901499
588,0.011277864222743562
589,0.19306915703871264
590,0.7021254224004854
591,0.002695122831814888
592,0.14987065565112656
593,0.050966837355850225
594,0.010398420558462362
595,0.10934954701631638
596,0.2271691207142438
597,0.017575974003285512
598,0.03453840917485429
599,0.041596915913901064
600,0.03979420272149039
601,0.5507366765234247
602,0.3406952054288532
603,0.016241872595453306
604,0.0060016449589365955
605,0.0765250525892986
606,0.030249296607916233
607,0.430288650226084
608,0.05649966984908824
609,0.03983069849783018
610,0.925205676134882
611,0.07699208421138073
612,0.5379347505818834
613,0.07828717291815697
614,0.10877969029286198
615,0.13582876679757172
616,0.3895718953148806
617,0.029902324377016877
618,0.011743100520359647
619,0.03147236268814379
620,0.05079263800061553
621,0.29957487036414127
622,0.06430573529735924
623,0.2738271630574873
624,0.010232242744251437
625,0.2664687139181144
626,0.013707805997824545
627,0.009876238737998665
628,0.18270422302978379
629,0.005008512703928798
630,0.9595308684450876
631,0.0594786879246443
632,0.05015433921027246
633,0.11488762464463345
634,0.07085025639874204
635,0.005224850967660415
636,0.04310033316974269
637,0.10784278131847888
638,0.003260333297147095
639,0.653471658264072
640,0.024264591749741538
641,0.19859537082341353
642,0.010965936447649234
643,0.03587604654095648
644,0.13013928371625588
645,0.17302098531764587
646,0.027960448346446082
647,0.0303475237970151
648,0.11061313739398085
649,0.008362458415374184
650,0.7807384011607829
651,0.3862658324067566
652,0.02140046772095522
653,0.06491671961517131
654,0.07791768012646529
655,0.04566444812647292
656,0.02766552315643847
657,0.05286813401824679
658,0.8200907220986128
659,0.005087907460484425
660,0.08976963442992728
661,0.0682954200704506
662,0.016567190535808428
663,0.4506246633062564
664,0.12026996998665981
665,0.5619936846275998
666,0.7297627689987827
667,0.01089166904092545
668,0.010694319430634086
669,0.1667906606202166
670,0.0019871518888988846
671,0.024561782707091057
672,0.05624702555157918
673,0.05820661291930882
674,0.10160637365137952
675,0.11268761587275919
676,0.5130933941347793
677,0.005294111474208949
678,0.01140857143847258
679,0.10720541803378243
680,0.1551217666620997
681,0.027638315014906385
682,0.0021987052982229745
683,0.137477643076598
684,0.014557650235599979
685,0.10446471313038633
686,0.15612335815630868
687,0.0769887629781408
688,0.011947707818354683
689,0.3520513678781077
690,0.7493008265715376
691,0.6810507652008193
692,0.07910792771000467
693,0.043943091961313144
694,0.8528173464149822
695,0.23412643702509378
696,0.030614178951396516
697,0.007971979357453973
698,0.026463313901124896
699,0.08683209459135702
700,0.014900210889906184
701,0.04233681525265148
702,0.023076944878016852
703,0.13611443257876502
704,0.02811584043371635
705,0.02998197418518426
706,0.1725143387190448
707,0.06731417165899997
708,0.021180907076516833
709,0.06912487493309569
710,0.20783875635219912
711,0.4575577205113655
712,0.03568977796077975
713,0.183309901239083
714,0.046077157898441065
715,0.11048724158022764
716,0.10079908661113471
717,0.006312691021500058
718,0.28426132402332965
719,0.20770949268612168
720,0.6789670296345494
721,0.01140597342122485
722,0.07286325024169757
723,0.1659549082379293
724,0.06258403525352886
725,0.6991105882229373
726,0.06672939481429682
727,0.10360161970748519
728,0.016006146066464704
729,0.08752202309095836
730,0.15752575245087416
731,0.06691561755963107
732,0.012849644784678366
733,0.6990731543313584
734,0.016454626877196964
735,0.004288718151934982
736,0.06627975682607865
737,0.2581147902002586
738,0.7993509329306276
739,0.03559591386002346
740,0.4140244863463762
741,0.16663153010804732
742,0.48175538458829176
743,0.09981324131948931
744,0.2574973959580989
745,0.06142502424834937
746,0.04484553055055447
747,0.22230005207924575
748,0.05438769871473975
749,0.009497104817688418
750,0.23433194604762725
751,0.09085913337887994
752,0.026201723149636473
753,0.1652923763536887
754,0.10035991888921596
755,0.07989092592030704
756,0.15563362628141356
757,0.33056074408912695
758,0.16111569631032494
759,0.47718516505186903
760,0.011706800707915493
761,0.13647469019768693
762,0.491341020164728
763,0.9570673753238619
764,0.05931396063760127
765,0.18222979203674233
766,0.030677925665348594
767,0.0010813529847833697
768,0.023774024734939996
769,0.01001081296485026
770,0.19636869403470408
771,0.018155040992848502
772,0.22929968505527887
773,0.210427779366373
774,0.3758041519203715
775,0.011188427394524377
776,0.02859732054555781
777,0.10508112743293316
778,0.7472333093219058
779,0.029436573813704948
780,0.7621979183022964
781,0.06408773885145881
782,0.44925257733766355
783,0.019310855870964226
784,0.12346384531623192
785,0.17602624988577747
786,0.00845381483933686
787,0.22515092480571744
788,0.008491114617548399
789,0.05414347498818169
790,0.24839673512931001
791,0.2156219044019639
792,0.019953546707250306
793,0.05846952256830951
794,0.15316621889509094
795,0.003113277982464636
796,0.023745187354246355
797,0.014153679434602235
798,0.013999010896248684
799,0.007888709799156905
800,0.020659880251917746
801,0.043117945072598515
802,0.018613082885978283
803,0.4867462569151996
804,0.02028835880579615
805,0.01498572396448192
806,0.04646185654421562
807,0.09137775265471505
808,0.1754289735681888
809,0.01870391948891271
810,0.027718708933927416
811,0.07669605828504021
812,0.12429862915634526
813,0.1111270090778786
814,0.08481293749215083
815,0.2520401365637897
816,0.15365840300164352
817,0.20187362348659935
818,0.14156548734813967
819,0.009851665308827683
820,0.09063752892880948
821,0.11270519088771098
822,0.03301581100710552
823,0.034001930506990394
824,0.08634087250597333
825,0.00295322342298295
826,0.006510071533693085
827,0.04157183295148126
828,0.13992903771820603
829,0.0024616386723989286
830,0.2105440800210166
831,0.9452716555125379
832,0.03495226465506023
833,0.13424521633249428
834,0.07061427402065712
835,0.2859735164948055
836,0.09549050256083094
837,0.012182083688018538
838,0.23433433804329082
839,0.023369559993888452
840,0.086413985787946
841,0.4718921797259962
842,0.17615974933522502
843,0.36542414080520014
844,0.14855301406767568
845,0.31491934951819334
846,0.03063446890403641
847,0.1302169469395574
848,0.0221236186474352
849,0.006718384055174298
850,0.08870076493181879
851,0.15356257888903393
852,0.8254574314844207
853,0.05655328848885298
854,0.017791269055128383
855,0.6846062839828788
856,0.17919258186385553
857,0.07927134148240537
858,0.12143415916155212
859,0.1062240767993748
860,0.13603050961678098
861,0.13001253405205637
862,0.027310907846327635
863,0.020801672405506566
864,0.18925751232125082
865,0.06538112727112023
866,0.01106455563632097
867,0.0012917707989436237
868,0.18493416037994242
869,0.08120809711093865
870,0.28785424399107146
871,0.06886891818595893
872,0.4174700005161994
873,0.124540927226548
874,0.0076890557419366495
875,0.10300428037740941
876,0.015277470458909476
877,0.45225924528851635
878,0.07028137940439894
879,0.2178763146539601
880,0.21607705650781642
881,0.2510076807889816
882,0.29250995273534813
883,0.36553561621355296
884,0.05019532712834298
885,0.065755592997721
886,0.0027075459811965593
887,0.2862578240964644
888,0.10542364258942243
889,0.2611169558973835
890,0.02914507518323712
891,0.08047521588422278
892,0.017434387847080866
893,0.1663859422528584
894,0.11940025248111508
895,0.2242597506774296
896,0.19829885470038017
897,0.23455335871859276
898,0.012243032678684002
899,0.48880336740873914
900,0.0035351777534320936
901,0.0015502736007608614
902,0.06340299823878244
903,0.009558300284495913
904,0.0901458515966855
905,0.1215765595854941
906,0.09526013134609704
907,0.3003404252364057
908,0.02233685620122568
909,0.15192169111552856
910,0.07237442327504175
911,0.8693352149139606
912,0.2614652473686829
913,0.025424764433361863
914,0.023729485870924952
915,0.06787987302195439
916,0.019459408888122257
917,0.03823735664286658
918,0.6680713665515632
919,0.17214318708681925
920,0.004353878089347824
921,0.13979624459743992
922,0.010350272067216
923,0.046354102017671615
924,0.008596619655449441
925,0.2607000955094218
926,0.17196588547513889
927,0.45168915587290714
928,0.13340531878899056
929,0.13458428838391895
930,0.023261816725654035
931,0.023535223491351048
932,0.0010980704612976466
933,0.5187058961042342
934,0.03268080212667546
935,0.7154230980186506
936,0.015970746151481235
937,0.03549434172180237
938,0.4159021949319861
939,0.11232156731205176
940,0.23213509817180616
941,0.10574637980960858
942,0.40130167642373954
943,0.03852580514070442
944,0.20819750975381965
945,0.0077909911702767325
946,0.031117897045797427
947,0.0021303227580477006
948,0.12078570285157533
949,0.12086637843259236
950,0.2889034242737113
951,0.017928062507895096
952,0.006914619287415274
953,0.05614132136173182
954,0.03297379184271862
955,0.0026301295016649038
956,0.09383142097673726
957,0.37879553793323384
958,0.0016383846996819201
959,0.0013873639533764457
960,0.012824035773207936
961,0.002104310937079027
962,0.055267340040413684
963,0.1910579964691817
964,0.005260036006504982
965,0.0603347513363255
966,0.18728961155844262
967,0.04106308668138516
968,0.0971487710510909
969,0.05142555745628894
970,0.3556076411638469
971,0.07647175064928316
972,0.040841600015898614
973,0.2114691093247978
974,0.020310189942771194
975,0.028965142311930654
976,0.007766449366679816
977,0.01297533146941401
978,0.054530076657845775
979,0.17169825874125197
980,0.0832580994954577
981,0.007542643598478657
982,0.3598274232844308
983,0.022704832497628245
984,0.015597188662875275
985,0.012209671790254287
986,0.026775833760373687
987,0.07085397002116499
988,0.0046218802068699796
989,0.07855611802839321
990,0.06833033499904077
991,0.09821993665850107
992,0.13251093317816398
993,0.04641635625834859
994,0.011536666535225613
995,0.023859288225916698
996,0.006227418497923459
997,0.002292854498195354
998,0.029759996171272285
999,0.1217897180598388
